Game,Similar1,Score1,Similar2,Score2,Similar3,Score3
Super Mario Land 3: Wario Land,Kirby's Dream Land,0.9921441328726074,Donkey Kong Land,0.9884275866117672,Donkey Kong Country,0.9720585761887728
FIFA Soccer 13,FIFA 14,0.9792005945777348,FIFA 12,0.9788169854213763,FIFA 16,0.9722271293242097
The Legend of Zelda: Phantom Hourglass,The Legend of Zelda: Spirit Tracks,0.967459139738404,Mario Kart DS,0.9665246282548612,Big Brain Academy,0.9632178824099835
Donkey Kong Country 2: Diddy's Kong Quest,Super Mario World 2: Yoshi's Island,0.996799444420259,Donkey Kong Country 3: Dixie Kong's Double Trouble!,0.9899113318502873,Super Mario Kart,0.9853987352726794
Tomodachi Life,Animal Crossing: Happy Home Designer,0.9641443024444001,Animal Crossing: New Leaf,0.961276651613609,Brain Age 2: More Training in Minutes a Day,0.9589906530136026
Mario & Sonic at the Olympic Games,Mario & Sonic at the Olympic Winter Games,0.9889454057561446,Mario & Sonic at the Olympic Games,0.98078603544506,Nintendogs,0.9643147705485164
Medal of Honor: Rising Sun,Medal of Honor: Frontline,0.9959138990520254,Need for Speed Underground 2,0.9817171774551694,James Bond 007: Nightfire,0.9792605049670178
Kirby's Dream Land,Super Mario Land 3: Wario Land,0.9921441328726074,Donkey Kong Land,0.9824743062073586,Dr. Mario,0.9707975507640778
Fable III,Fable II,0.9760028980655797,Halo 4,0.973090720401723,Halo: Reach,0.9727996678038735
Call of Duty: Advanced Warfare,Call of Duty: Black Ops 3,0.9911959058029911,Destiny,0.9780215510327717,Call of Duty: Ghosts,0.9649264880616002
Microsoft Flight Simulator,The Sims: Unleashed,0.9381237370414416,The Sims: Vacation,0.927009703493483,GoldenEye 007,0.9174399338185599
Guitar Hero II,Madden NFL 2004,0.9481398464253166,Madden NFL 06,0.9454498238197231,Madden NFL 07,0.9408516250954561
Resident Evil 5,Metal Gear Solid 4: Guns of the Patriots,0.9591903806924289,New Super Mario Bros.,0.9524199607229288,Street Fighter IV,0.945362736733173
Grand Theft Auto V,Red Dead Redemption,0.9558556244307284,Grand Theft Auto V,0.9507209564887865,Assassin's Creed III,0.9383102250045802
Grand Theft Auto: Vice City Stories,Grand Theft Auto: Liberty City Stories,0.9957076060280654,Grand Theft Auto V,0.9698374104235452,Midnight Club 3: DUB Edition,0.9610862802206229
FIFA Soccer 11,FIFA 12,0.9985148451110216,FIFA 15,0.9965216631901793,FIFA 14,0.9954720082284557
Super Mario Bros.,GoldenEye 007,0.949031281377623,Spyro the Dragon,0.9396230646869184,Sonic the Hedgehog 2,0.935492905811084
Resident Evil,Pokémon Crystal Version,0.9369342530794418,Resident Evil 2,0.920662981255827,Metal Gear Solid 2: Sons of Liberty,0.9184248054590283
Tony Hawk's Pro Skater,Tony Hawk's Pro Skater 2,0.9981326261281013,Spyro the Dragon,0.9408660768802862,GoldenEye 007,0.9318258422607069
Super Smash Bros. for Wii U and 3DS,Super Mario 3D World,0.9435962813218701,Mario Kart 8,0.9435830358711647,Nintendo Land,0.93635788174661
Warzone 2100,Tomb Raider,0.9563378792448869,Tomb Raider II,0.9505004775510031,Driver,0.9451490497565241
Spyro the Dragon,Spyro 2: Ripto's Rage!,0.9813992004596878,A Bug's Life,0.9561718875883671,Spyro: Year of the Dragon,0.9521124828015275
Link's Crossbow Training,The Legend of Zelda: Twilight Princess,0.9599336208782139,Halo 3,0.9510047890095281,Call of Duty 4: Modern Warfare,0.9503858936093023
Guitar Hero III: Legends of Rock,God of War II,0.9573672726011999,Guitar Hero: World Tour,0.9425058026024746,Grand Theft Auto: San Andreas,0.9415389520154369
Fallout 3,Fallout: New Vegas,0.9886500765971828,Fable III,0.9664905450708481,The Elder Scrolls V: Skyrim,0.9623673400855686
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Pokémon Platinum Version,0.9928410490976886,Pokemon Black 2/Pokemon White 2,0.9810308713674025,Pokemon Diamond/Pokemon Pearl,0.9804527022175669
Uncharted: Drake's Fortune,Uncharted 2: Among Thieves,0.9955811835647841,Uncharted 3: Drake's Deception,0.9890031715336273,God of War III,0.9814953004882766
Madden NFL 06,Madden NFL 07,0.9993162045116255,Madden NFL 2004,0.9984610322533815,Madden NFL 2003,0.9935659381511099
LEGO Star Wars: The Complete Saga,LEGO Star Wars: The Complete Saga,0.9712360314457824,Grand Theft Auto V,0.9569712083212831,Grand Theft Auto IV,0.9557871229968191
Diddy Kong Racing,Mario Kart 64,0.9712692737308803,Pokemon Stadium,0.967567120475708,Donkey Kong 64,0.9624439124123498
Monster Hunter Freedom 3,Monster Hunter 4,0.9912621290790342,Monster Hunter Freedom Unite,0.9855941857859483,Friend Collection,0.9834158823703465
Dr. Mario,Tetris,0.9990482295527753,The Legend of Zelda,0.9753908167631391,Zelda II: The Adventure of Link,0.9725455991579246
God of War III,Uncharted 2: Among Thieves,0.9855880426158965,Uncharted: Drake's Fortune,0.9814953004882766,inFAMOUS,0.9746203694950666
StarCraft II: Wings of Liberty,Diablo III,0.9672892126116212,Call of Duty: Black Ops,0.9487060181163157,Call of Duty: Ghosts,0.9460104148822608
Assassin's Creed,Assassin's Creed III,0.9764419382788266,Assassin's Creed II,0.9713250039998538,Call of Duty: Black Ops II,0.9658269075305916
FIFA 15,FIFA Soccer 11,0.9965216631901793,FIFA 12,0.9944413627151412,FIFA 14,0.9928005739520982
Crash Team Racing,Crash Bandicoot,0.9608534219095217,Crash Bandicoot 2: Cortex Strikes Back,0.940720060712865,Gran Turismo 2,0.9391959241048715
FIFA 17,FIFA 16,0.9883281386235778,FIFA 14,0.9716752603894108,FIFA 12,0.971080240007816
Batman: Arkham City,LEGO Batman: The Videogame,0.9865593121418027,Red Dead Redemption,0.9672484180586747,Assassin's Creed III,0.9667712257155598
Driver 2,Driver,0.9746546464925782,Tomb Raider II,0.9653066820857363,Tomb Raider,0.9603471784147419
The Simpsons: Hit & Run,Need for Speed Underground 2,0.9783954650990903,Need for Speed Underground,0.9701002248499909,Medal of Honor: Frontline,0.9560770619021451
Tony Hawk's Pro Skater 2,Tony Hawk's Pro Skater,0.9981326261281013,Spyro the Dragon,0.9343700773687262,Tony Hawk's Pro Skater 3,0.9276529494780055
Animal Crossing: City Folk,Pokemon Diamond/Pokemon Pearl,0.9586505185293754,Pokemon HeartGold/Pokemon SoulSilver,0.9581462320941494,Pokemon X/Pokemon Y,0.9563853432870645
The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King,0.9892101338925199,Medal of Honor: Frontline,0.9768481580290229,Medal of Honor: Rising Sun,0.9752798920939516
Forza Motorsport 4,Forza Motorsport 3,0.9825230160436291,Forza Motorsport 2,0.9646363715531768,Call of Duty: Modern Warfare 3,0.9396141735094601
Tomb Raider,Tomb Raider III: Adventures of Lara Croft,0.9935162104683488,Tomb Raider II,0.9929492054695168,Driver,0.9607418288290841
Guitar Hero III: Legends of Rock,Guitar Hero: World Tour,0.994066604634459,Guitar Hero III: Legends of Rock,0.962526822728151,Just Dance 2,0.9597555687367273
The Legend of Zelda: A Link to the Past,The Legend of Zelda,0.9732667858556592,Star Fox,0.9444458994660851,Tetris,0.9424241794527498
The Legend of Zelda: The Wind Waker,The Legend of Zelda: Ocarina of Time,0.967214871186362,Luigi's Mansion,0.9671964642537502,Super Smash Bros. Melee,0.9617775175542839
Mario & Sonic at the Olympic Winter Games,Mario & Sonic at the London 2012 Olympic Games,0.9836454936374993,Mario & Sonic at the Olympic Games,0.9776968337840378,Mario & Sonic at the Olympic Games,0.9616724224403409
Luigi's Mansion: Dark Moon,The Legend of Zelda: Ocarina of Time,0.965737619578648,New Super Mario Bros. 2,0.964040690662852,Pokemon Omega Ruby/Pokemon Alpha Sapphire,0.9620494145494738
Splatoon,New Super Mario Bros. U,0.9505210016191875,Super Smash Bros. for Wii U and 3DS,0.9417971395423054,Super Mario Maker,0.9412882970516905
The Last of Us,Uncharted: The Nathan Drake Collection,0.9967617979196766,Watch Dogs,0.9726954901552038,Uncharted 3: Drake's Deception,0.9689773620734778
Guitar Hero III: Legends of Rock,Guitar Hero: World Tour,0.9679571297777397,Call of Duty: World at War,0.9634672480106643,Guitar Hero III: Legends of Rock,0.962526822728151
Madden NFL 2005,Duck Hunt,0.9498058937101308,Halo 2,0.9088881076002538,NBA Street Vol. 2,0.9060800689774833
Pitfall!,Asteroids,0.960189333247923,Pac-Man,0.93582683122341,Missile Command,0.9119060530787666
Madden NFL 07,Madden NFL 06,0.9993162045116255,Madden NFL 2004,0.9986594254167523,Madden NFL 2003,0.9916931920173344
Spider-Man: The Movie,True Crime: Streets of LA,0.9748467294006414,Spider-Man 2,0.9415750717652402,Enter the Matrix,0.9355414324253291
Dragon Quest VII: Warriors of Eden,Dragon Quest VI: Maboroshi no Daichi,0.9856331350120914,Monster Hunter Freedom 3,0.9825939182181769,Dragon Warrior III,0.9789562293258658
Uncharted: The Nathan Drake Collection,The Last of Us,0.9967617979196766,inFAMOUS: Second Son,0.9786703912744618,Batman: Arkham Knight,0.9653352830690447
Call of Duty: Advanced Warfare,Call of Duty: Advanced Warfare,0.9734575312205445,Call of Duty: Ghosts,0.9732959941818737,Destiny,0.9690076604321807
God of War,Grand Theft Auto III,0.9520623451550412,LEGO Star Wars: The Video Game,0.9473138336183898,Grand Theft Auto IV,0.9465966060382487
Nintendo Land,Super Mario 3D World,0.9390867360976463,Super Smash Bros. for Wii U and 3DS,0.93635788174661,Mario Kart 8,0.9303806825267444
Michael Jackson: The Experience,Just Dance 4,0.9913411503110292,Just Dance 2,0.9801666719703742,Just Dance 2014,0.9781051761613904
Tony Hawk's Pro Skater 3,Tony Hawk's Underground,0.9974510291345462,Tony Hawk's Pro Skater 4,0.9952656722700762,Tony Hawk's Underground 2,0.9526779312600413
Winning Eleven: Pro Evolution Soccer 2007,World Soccer Winning Eleven 9,0.9986744124130512,World Soccer Winning Eleven 8 International,0.9894729035424936,World Soccer Winning Eleven 7 International,0.9320705634626274
The Elder Scrolls IV: Oblivion,Fallout 3,0.9602588110254402,Grand Theft Auto IV,0.9571924634251878,Red Dead Redemption,0.9523205998781453
Zelda II: The Adventure of Link,Excitebike,0.977261436266816,Tetris,0.9744020716081668,Dr. Mario,0.9725455991579246
Need for Speed: Most Wanted,Need for Speed Underground,0.9810897651591763,Burnout 3: Takedown,0.9739230748571097,Need for Speed Underground 2,0.972811189657611
Resistance: Fall of Man,Killzone 2,0.9762073633349564,Uncharted 3: Drake's Deception,0.9693033052439819,Call of Duty 4: Modern Warfare,0.969184029939993
Sonic the Hedgehog,Sonic the Hedgehog 2,0.9791087457169846,Super Mario Bros. 2,0.9312375696445886,Streets of Rage,0.9057101758973903
Kingdom Hearts II,Final Fantasy X-2,0.9531572699794061,Final Fantasy X,0.9472365770705743,Kingdom Hearts,0.9419512104542485
FIFA 14,FIFA 12,0.9964446296725141,FIFA Soccer 11,0.9964105753541186,FIFA 15,0.9869179059847687
Call of Duty: Advanced Warfare,Call of Duty: Ghosts,0.965138170739624,Call of Duty: Advanced Warfare,0.9639272023315001,Call of Duty: World at War,0.9626742732170823
Asteroids,Missile Command,0.9705765842169461,Pitfall!,0.960189333247923,Pac-Man,0.9358609658383918
Fable II,Mass Effect,0.9815294035478606,Fable III,0.9760028980655797,Gears of War 2,0.9648766247339592
Halo 5: Guardians,Halo: The Master Chief Collection,0.986715786123622,Call of Duty: Advanced Warfare,0.9609632580544678,Call of Duty: Black Ops 3,0.9598223437733877
Super Mario 3D World,New Super Mario Bros. U,0.9733703368821633,Mario Kart 8,0.9589319211838484,Donkey Kong Country Returns,0.9525357327350805
Batman: Arkham Asylum,Batman: Arkham City,0.9686337654007234,Uncharted 2: Among Thieves,0.9677186033538443,Assassin's Creed II,0.9645304976655947
Assassin's Creed: Revelations,Assassin's Creed IV: Black Flag,0.9938935409612396,Assassin's Creed III,0.9860327133866937,Assassin's Creed II,0.9755801567631188
Namco Museum,GoldenEye 007,0.9190215823540913,Halo: Combat Evolved,0.9022624815176301,Halo 2,0.8987545506145476
Metal Gear Solid 3: Snake Eater,Gran Turismo 4,0.9738139755392435,Pro Evolution Soccer 2008,0.9684923477001588,Grand Theft Auto: San Andreas,0.9652598154891722
Daxter,Ratchet & Clank: Size Matters,0.9579696755905363,LittleBigPlanet,0.947437208930245,God of War: Chains of Olympus,0.9420111285949243
Warcraft II: Tides of Darkness,Command & Conquer: Red Alert,0.931353227950926,Warcraft: Orcs & Humans,0.912499784715253,Tomb Raider II,0.9073989629331349
The Legend of Zelda: Ocarina of Time,The Legend of Zelda: A Link Between Worlds,0.9794196482668087,Luigi's Mansion: Dark Moon,0.965737619578648,Super Mario 3D Land,0.9422373823002309
FIFA Soccer 06,FIFA Soccer 07,0.9986850543166012,FIFA Soccer 2003,0.9877876955724538,FIFA Soccer 2005,0.9871247476848243
EyeToy Play,FIFA Soccer 06,0.9516843264100736,Gran Turismo 5,0.9502434964083999,FIFA Soccer 07,0.9501579342263573
Uncharted 4: A Thief's End,Far Cry 4,0.9694671816325218,Tom Clancy's The Division,0.9637275867345289,Killzone: Shadow Fall,0.9619622600098935
Gran Turismo 5 Prologue,Gran Turismo 6,0.9509255858507832,Gran Turismo 5,0.9453501463013771,MotorStorm,0.9392447883284397
Assassin's Creed: Revelations,Assassin's Creed III,0.9918376958467982,Assassin's Creed II,0.9885080303366139,Assassin's Creed IV: Black Flag,0.9844254210508776
Street Fighter IV,Resident Evil 5,0.945362736733173,Metal Gear Solid 4: Guns of the Patriots,0.9364746729768401,Super Smash Bros. for Wii U and 3DS,0.920061344522449
FIFA 12,FIFA Soccer 11,0.9972820887173484,FIFA 14,0.9964446296725141,FIFA Soccer 13,0.9788169854213763
Teenage Mutant Ninja Turtles,Super Mario Bros. 2,0.9200597224056034,Pac-Man,0.9107657103896086,Pitfall!,0.9042566556769414
Excitebike,Zelda II: The Adventure of Link,0.977261436266816,Kung Fu,0.9762017770484298,Tetris,0.9624679288525644
Frogger,Pac-Man,0.9314305091115493,Duck Hunt,0.9232480993908911,Half-Life,0.8915927645411053
Madden NFL 2003,Madden NFL 06,0.9935659381511099,Madden NFL 07,0.9916931920173344,Madden NFL 2002,0.9901747306967907
Watch Dogs,Assassin's Creed: Unity,0.9968585235102554,The Last of Us,0.9726954901552038,Assassin's Creed IV: Black Flag,0.971473989201261
Half-Life,Half-Life 2,0.9588218110422295,Duck Hunt,0.9278427023705808,Pac-Man,0.9269371744392408
Super Mario World 2: Yoshi's Island,Donkey Kong Country 2: Diddy's Kong Quest,0.996799444420259,Donkey Kong Country 3: Dixie Kong's Double Trouble!,0.9947424343935338,Super Mario Kart,0.9716488940520223
FIFA Soccer 07,FIFA Soccer 06,0.9986850543166012,FIFA Soccer 2003,0.9807683781539386,FIFA Soccer 2005,0.9790842516967113
The Legend of Zelda: Skyward Sword,The Legend of Zelda: Twilight Princess,0.9702137590662102,Super Mario Galaxy 2,0.9458879628323764,Link's Crossbow Training,0.9370394413577473
Street Fighter II Turbo,Street Fighter II: The World Warrior,0.9896035250297295,Donkey Kong Country 2: Diddy's Kong Quest,0.9578911344888084,Donkey Kong Country 3: Dixie Kong's Double Trouble!,0.9573551608851254
Carnival Games,Just Dance,0.960711483560144,Just Dance 3,0.9518371896111467,Just Dance 4,0.9502559869214924
Fallout 4,Fallout: New Vegas,0.9387077420819516,The Elder Scrolls V: Skyrim,0.9340209190454473,Call of Duty: Black Ops 3,0.9324777002765667
World of Warcraft: The Burning Crusade,Spider-Man: The Movie,0.8776226565057547,Tony Hawk's Pro Skater 2,0.8727904711828669,GoldenEye 007,0.8681822356527118
Fallout: New Vegas,Fallout 3,0.9886500765971828,The Elder Scrolls V: Skyrim,0.963797839921454,Fable III,0.9570468311218056
God of War II,Grand Theft Auto: San Andreas,0.9812777706707158,Gran Turismo 4,0.9614349484186674,Guitar Hero III: Legends of Rock,0.9573672726011999
Forza Motorsport 2,Forza Motorsport 3,0.9903454646416952,Forza Motorsport 4,0.9646363715531768,Gears of War,0.9627047104273397
World Soccer Winning Eleven 9,Winning Eleven: Pro Evolution Soccer 2007,0.9986744124130512,World Soccer Winning Eleven 8 International,0.9869462871580336,World Soccer Winning Eleven 7 International,0.9272192805413197
Namco Museum Vol.3,Namco Museum Vol.1,0.9972213079739969,Crash Bash,0.973583852193478,Spyro 2: Ripto's Rage!,0.9323705993150186
Tekken Tag Tournament,Tekken 4,0.9925077512584526,Gran Turismo 3: A-Spec,0.9220301840343388,Metal Gear Solid 2: Sons of Liberty,0.9188730934795833
Far Cry 4,Tom Clancy's The Division,0.9868727937010896,Assassin's Creed: Unity,0.9715119338078386,Uncharted 4: A Thief's End,0.9694671816325218
Star Fox 64,Diddy Kong Racing,0.9482618310656469,Donkey Kong 64,0.9445214693224381,Pokemon Snap,0.9445208701662497
Minecraft,Fallout 4,0.9522950414381545,Star Wars Battlefront (2015),0.9504349593592928,Minecraft,0.9484373519313296
Golf,Baseball,0.9952101434883461,Volleyball,0.9796520527155409,Tennis,0.9684526141093428
Fallout 3,Fallout: New Vegas,0.9873082541836399,The Elder Scrolls V: Skyrim,0.9638486888241178,The Elder Scrolls V: Skyrim,0.9409625174058324
Professor Layton and the Diabolical Box,Professor Layton and the Unwound Future,0.994952324684939,Professor Layton and the Curious Village,0.9923456194269259,Professor Layton and the Last Specter,0.9782457339693452
Left 4 Dead 2,Battlefield: Bad Company 2,0.9876699324143065,Left 4 Dead,0.9840846030516932,Battlefield 3,0.974497097312878
Namco Museum: 50th Anniversary,Need for Speed Underground,0.9382466437682225,Grand Theft Auto: Vice City,0.9339175612658431,Medal of Honor: Frontline,0.9321206547513832
EA Sports Active,Zumba Fitness,0.95816435667468,Mario & Sonic at the Olympic Winter Games,0.9398151396017276,Just Dance 3,0.9335893384719128
Assassin's Creed: Unity,Watch Dogs,0.9968585235102554,Assassin's Creed Syndicate,0.9848257832122835,Far Cry 4,0.9715119338078386
Donkey Kong Land,Super Mario Land 3: Wario Land,0.9884275866117672,Kirby's Dream Land,0.9824743062073586,Dr. Mario,0.9514301247189185
Tony Hawk's Underground,Tony Hawk's Pro Skater 3,0.9974510291345462,Tony Hawk's Pro Skater 4,0.9964142044198256,Tony Hawk's Underground 2,0.9666200601280319
Assassin's Creed IV: Black Flag,Assassin's Creed: Revelations,0.9938935409612396,Assassin's Creed III,0.9842611618041177,Assassin's Creed II,0.9722629416911736
Monster Hunter 4 Ultimate,Monster Hunter Tri,0.9960719784955903,Yokai Watch 2 Ganso/Honke,0.984776893305761,Dragon Quest IX: Sentinels of the Starry Skies,0.9816373575242322
MotorStorm,Resistance: Fall of Man,0.9674250851423155,Uncharted 3: Drake's Deception,0.9623441161543665,Uncharted: Drake's Fortune,0.9620805789349843
The Elder Scrolls V: Skyrim,Fallout 4,0.9632895439267808,The Elder Scrolls V: Skyrim,0.953163739232964,Diablo III,0.9426568443357135
Tekken 5,EyeToy Play,0.9429620253051991,Gran Turismo 5,0.9407466306471013,Grand Theft Auto V,0.9384769036651195
